closing_time_of_funding_and_candle,hourly_funding_rate,annualized_funding_rate,premium,openPrice,closingPrice,volume
1738803600072,1.25e-05,0.10950000000000001,0.000287799,0.32457,0.32726,234059.9
1738807200065,1.25e-05,0.10950000000000001,0.000233541,0.32697,0.32902,334018.8
1738810800074,1.25e-05,0.10950000000000001,0.0002256326,0.328,0.32981,190528.0
1738814400004,1.25e-05,0.10950000000000001,0.0001157872,0.32927,0.33064,274808.1
1738818000049,1.25e-05,0.10950000000000001,0.0001939672,0.33022,0.33876,283088.3
1738821600052,1.25e-05,0.10950000000000001,0.000119343,0.33671,0.32952,602563.4
1738825200160,1.25e-05,0.10950000000000001,0.0004762058,0.32942,0.33618,1187071.5
1738828800075,1.25e-05,0.10950000000000001,0.0002453272,0.33688,0.323,632091.5
1738832400045,1.25e-05,0.10950000000000001,0.0001242906,0.32497,0.31086,355197.0
1738836000070,1.25e-05,0.10950000000000001,0.0001626537,0.31089,0.3005,2509925.5
1738839600072,1.25e-05,0.10950000000000001,-1.20857e-05,0.30181,0.3005,746789.9
1738843200057,1.25e-05,0.10950000000000001,-4.54483e-05,0.29989,0.28865,1189133.0
1738846800025,1.25e-05,0.10950000000000001,-7.70113e-05,0.28728,0.27239,2428410.2
1738850400048,1.25e-05,0.10950000000000001,3.00352e-05,0.27242,0.28375,1580582.9
1738854000007,1.25e-05,0.10950000000000001,-8.64531e-05,0.28405,0.2738,2635184.1
1738857600038,1.25e-05,0.10950000000000001,-4.30031e-05,0.27394,0.26703,4341001.7
1738861200010,1.25e-05,0.10950000000000001,-0.0001738542,0.26677,0.27456,2449414.7
1738864800075,1.25e-05,0.10950000000000001,-0.0002536577,0.2737,0.2846,1395179.4
1738868400001,1.25e-05,0.10950000000000001,-6.76176e-05,0.28464,0.28784,2527192.0
1738872000074,1.25e-05,0.10950000000000001,4.778e-06,0.28789,0.2918,1909284.0
1738875600030,1.25e-05,0.10950000000000001,-9.79365e-05,0.29109,0.29778,1585767.4
1738879200045,1.25e-05,0.10950000000000001,2.69941e-05,0.29999,0.30307,2682609.1
1738882800038,1.25e-05,0.10950000000000001,-1.85031e-05,0.30298,0.3012,1578130.5
1738886400068,1.25e-05,0.10950000000000001,-6.23697e-05,0.30156,0.29361,1164942.1
1738890000079,1.25e-05,0.10950000000000001,-5.1345e-06,0.2938,0.28691,802925.6
1738893600030,1.25e-05,0.10950000000000001,-9.36918e-05,0.28702,0.3068,2472046.9
1738897200041,1.25e-05,0.10950000000000001,-2.81328e-05,0.30684,0.30636,1021761.0
1738900800030,1.25e-05,0.10950000000000001,-5.42402e-05,0.3061,0.2992,490181.6
1738904400124,1.25e-05,0.10950000000000001,-4.85195e-05,0.29988,0.3042,1514477.2
1738908000151,1.25e-05,0.10950000000000001,-5.91466e-05,0.3039,0.2962,275343.0
1738911600009,1.25e-05,0.10950000000000001,-0.0001677414,0.29738,0.28897,885044.5
1738915200098,1.25e-05,0.10950000000000001,-0.0001811796,0.28889,0.301,597430.7
1738918800008,1.25e-05,0.10950000000000001,-0.00012317,0.30168,0.3022,279372.8
1738922400090,1.25e-05,0.10950000000000001,-4.93025e-05,0.3028,0.30908,886695.2
1738926000129,1.25e-05,0.10950000000000001,4.70454e-05,0.30863,0.31657,2252283.8
1738929600025,1.25e-05,0.10950000000000001,3.33255e-05,0.3165,0.31059,607772.6
1738933200113,1.25e-05,0.10950000000000001,-7.39624e-05,0.30965,0.30225,843388.9
1738936800035,1.25e-05,0.10950000000000001,6.84611e-05,0.30337,0.35516,8055981.8
1738940400049,1.25e-05,0.10950000000000001,0.0001150312,0.35492,0.37729,8659774.9
1738944000015,1.25e-05,0.10950000000000001,-0.0001465659,0.37736,0.34638,9459127.4
1738947600106,1.25e-05,0.10950000000000001,-0.0003567236,0.3463,0.34555,4802954.8
1738951200016,1.25e-05,0.10950000000000001,-0.0002830275,0.34575,0.33897,5998896.2
1738954800005,1.25e-05,0.10950000000000001,-0.0001117981,0.33944,0.3286,3410184.0
1738958400065,1.25e-05,0.10950000000000001,-7.87172e-05,0.32832,0.31111,1180929.1
1738962000062,1.25e-05,0.10950000000000001,-4.39145e-05,0.31192,0.30491,2662191.7
1738965600078,1.25e-05,0.10950000000000001,-0.0003786607,0.3049,0.2905,7831513.0
1738969200096,1.25e-05,0.10950000000000001,-0.0003197935,0.29077,0.29321,3665734.8
1738972800061,1.25e-05,0.10950000000000001,-0.0002031064,0.29264,0.3045,3884277.9
1738976400270,1.25e-05,0.10950000000000001,-8.08663e-05,0.3045,0.30866,9912290.1
1738980000081,1.25e-05,0.10950000000000001,-0.0002098566,0.30875,0.30056,803489.4
1738983600085,1.25e-05,0.10950000000000001,-0.0001794392,0.30156,0.309,543730.4
1738987200068,1.25e-05,0.10950000000000001,-0.0002234485,0.30826,0.30594,1647849.2
